user,image,caption,engagement,labels
etthehiphoppreacher_2196457_3062199924729474121_54711_491,instagram_dataset/Data/etthehiphoppreacher_2196457_3062199924729474121_54711_491/2023-03-19_21-51-39_UTC_1.jpg,"I need you to confront the person in the mirror, the one who's been holding you back from achieving your dreams. You know who I'm talking about - that little voice inside your head that says you're not good enough, that you can't do it.

Well, I'm here to tell you that you are better than that. You are stronger than that. You are capable of greatness, but first, you have to confront yourself and say, 'I'm not gonna do me like this anymore.' It's time to level up, it's time to step up, it's time to be the best version of yourself #YouOweYou",491,"['Cap', 'Facial hair', 'Beard', 'Baseball cap', 'Screenshot']"
etthehiphoppreacher_2196457_3063770858913238620_19973_224,instagram_dataset/Data/etthehiphoppreacher_2196457_3063770858913238620_19973_224/2023-03-22_01-52-49_UTC_1.jpg,"If you want to achieve those big dreams, you gotta be willing to put in the work. You gotta wake up early and stay up late. You gotta hustle harder and smarter than everyone else. It won't be easy, but it will be worth it!

Now, some of y'all might be thinking, ""ET, I'm only 70% there. That's not enough to make it happen."" But let me tell you, that 70% is all you need to get started. That 70% is the foundation for the other 30% to build on. And trust me, when you keep putting in that effort, that 30% will come. It's just a matter of time.

But here's the thing, fam. If you're one of those people who only puts in 10% or 20%, you'll never see your dreams come true. You'll always be stuck wondering what could have been. But not you! You're the one who's gonna put in that 70%. You're the one who's gonna chase those dreams until you catch them!

What percentage are you?",224,['Multimedia']
etthehiphoppreacher_2196457_3065118739146573245_3520_77,instagram_dataset/Data/etthehiphoppreacher_2196457_3065118739146573245_3520_77/2023-03-23_22-30-49_UTC_2.jpg,What do you think we were looking at? Comment below ⬇️⬇️,77,"['Clothing', 'Head', 'Sleeve', 'T-shirt', 'Face', 'Nose', 'Facial hair', 'Beard', 'Smile', 'Mouth']"
etthehiphoppreacher_2196457_3065375434988593580_4342_62,instagram_dataset/Data/etthehiphoppreacher_2196457_3065375434988593580_4342_62/2023-03-24_07-00-49_UTC_1.jpg,"Excellence is a matter of consciousness within. At the end of the day, you’re not competing with anyone else when you’re committed to excellence. Excellence is deeply related to your why in life.
#youoweyou

📖 Available now!",62,"['Font', 'Photo caption']"
etthehiphoppreacher_2196457_3066404243771155773_1491_145,instagram_dataset/Data/etthehiphoppreacher_2196457_3066404243771155773_1491_145/2023-03-25_17-04-53_UTC.jpg,"Comment Below!

#youoweyou #dayinthelife",145,[]
etthehiphoppreacher_2196457_3067549561358915011_25075_255,instagram_dataset/Data/etthehiphoppreacher_2196457_3067549561358915011_25075_255/2023-03-27_07-00-25_UTC_3.jpg,How are YOU choosing to focus on SOLUTIONS instead of problems? Rise above average and share your game-changing strategies! Let's inspire each other to greatness! 💯🚀 #RiseAboveAverage #youoweyou,255,"['Facial expression', 'Happiness', 'Advertising', 'Publication']"
etthehiphoppreacher_2196457_3067924031186088313_927_61,instagram_dataset/Data/etthehiphoppreacher_2196457_3067924031186088313_927_61/2023-03-27_19-24-25_UTC_4.jpg,"10,000 left until 150,000 books sold. We are almost there!!! Thank you to everyone who purchased so far 🔥🔥🔥 #youoweyou",61,"['Happiness', 'Advertising', 'Poster', 'Album cover', 'Graphic design', 'Graphics']"
etthehiphoppreacher_2196457_3068751704124682489_12820_177,instagram_dataset/Data/etthehiphoppreacher_2196457_3068751704124682489_12820_177/2023-03-28_22-48-52_UTC_2.jpg,"SKILL vs. WILL🤔: Sure, you were born with certain talents, but what REALLY takes you to the next level? It's the WILL to succeed! 💯 

Let's discuss: How have YOU used your willpower to excel in life? Share your story and let's inspire each other! 🌟 #SkillAndWill #NextLevelSuccess #YouOweYou",177,"['White', 'Night']"
etthehiphoppreacher_2196457_3069574602871327212_4644_99,instagram_dataset/Data/etthehiphoppreacher_2196457_3069574602871327212_4644_99/2023-03-30_02-03-49_UTC_4.jpg,You’re enough!!! Tag or share this with someone who needs to hear this right now.,99,"['Facial expression', 'Happiness', 'Advertising']"
eventplanneracademy_33_2277745789932070902_13_0,instagram_dataset/Data/eventplanneracademy_33_2277745789932070902_13_0/2020-04-01_13-41-19_UTC.jpg,"Suchst du nach einer Ausbildung zum Eventspezialisten, Barkeeper oder Social Media Manager? Wir bieten dir eine professionelle Ausbildung mit erfahrenen Dozenten. Melde dich jetzt für unsere Kurse im September 2020 an!",0,"['Night', 'Graphic design', 'Graphics', 'Advertising', 'Science']"
eventplanneracademy_33_2278977527916803263_114_0,instagram_dataset/Data/eventplanneracademy_33_2278977527916803263_114_0/2020-04-03_06-28-33_UTC.jpg,Erhalte CHF 200.- Rabatt auf alle Kurse. Gültig bis 31.5.2020. Worauf wartest du? 🤩 #academy,0,"['Alcoholic drink', 'Tableware', 'Drinkware', 'Stemware', 'Classic cocktail', 'Cocktail', 'Liquor', 'Champagne glass', 'Barware', 'Wine glass']"
eventplanneracademy_33_2283360642806948755_99_0,instagram_dataset/Data/eventplanneracademy_33_2283360642806948755_99_0/2020-04-09_07-37-01_UTC.jpg,Besuche jetzt unsere Academy!  Erhalte CHF 200 Rabatt bei jeder Kursanmeldung bis zum 31.05.2020. 📝#academy #eventplanner,0,"['Neon', 'Electronic signage']"
eventplanneracademy_33_2284352541093182605_50_0,instagram_dataset/Data/eventplanneracademy_33_2284352541093182605_50_0/2020-04-10_16-27-45_UTC.jpg,Starte dein Abenteuer mit uns 🦄 #eventplanner #eventplanneracademy,0,"['Graphic design', 'Graphics', 'Advertising']"
eventplanneracademy_33_2285876040039290801_130_0,instagram_dataset/Data/eventplanneracademy_33_2285876040039290801_130_0/2020-04-12_18-54-40_UTC.jpg,Social Media ist voll dein Ding? Dann besuche unseren Social Media Manager Kurs! 🤩 #socialmedia #eventplanneracademy,0,"['Text', 'Font', 'Design', 'Screenshot', 'Advertising', 'Graphic design', 'Multimedia']"
eventplanneracademy_33_2286434946146356376_4_0,instagram_dataset/Data/eventplanneracademy_33_2286434946146356376_4_0/2020-04-13_13-25-07_UTC.jpg,Zeig uns dein Talent! 🦄 #eventplanneracademy #talent,0,"['Font', 'Purple', 'Design', 'Graphic design', 'Graphics']"
eventplanneracademy_33_2290687159181811198_43_0,instagram_dataset/Data/eventplanneracademy_33_2290687159181811198_43_0/2020-04-19_10-13-30_UTC.jpg,Melde dich heute noch an und profitiere von CHF 200 Rabatt auf alle Kurse. Dieses Angebot ist nur bis zum 31.05.2020 gültig. 🦄🤩 #eventplanneracademy,0,"['Purple', 'Advertising', 'Graphic design', 'Graphics', 'Multimedia', 'Science', 'Screenshot']"
eventplanneracademy_33_2297444586158485418_21_0,instagram_dataset/Data/eventplanneracademy_33_2297444586158485418_21_0/2020-04-28_17-59-18_UTC.jpg,Lass uns Social Media zu deinem Beruf machen! 🦄 #eventplanneracademy #socialmediamanager,0,"['Advertising', 'Multimedia', 'Graphic design']"
eventplanneracademy_33_2298267437685869761_16_0,instagram_dataset/Data/eventplanneracademy_33_2298267437685869761_16_0/2020-04-29_21-14-10_UTC.jpg,Ist dein Event von der Krise betroffen. Brauchst du Hilfe bei Planung und Organisation? Wir helfen dir dabei! 🤩#eventplanneracademy #eventmanagement,0,"['Graphics', 'Graphic design', 'Lens flare']"
eventplanneracademy_33_2313936067538775147_48_0,instagram_dataset/Data/eventplanneracademy_33_2313936067538775147_48_0/2020-05-21_12-04-56_UTC.jpg,Werde Social Media Manager oder Event Planner und profitiere von unserem Rabatt🦄🤑 #eventplanneracademy #eventplanner #socialmediamanager,0,"['Advertising', 'Graphic design', 'Graphics']"
eventplanneracademy_33_2317654703264916022_0_0,instagram_dataset/Data/eventplanneracademy_33_2317654703264916022_0_0/2020-05-26_15-13-12_UTC.jpg,Pünktlich zum Schulstart führen wir in der Academy folgende Schutzmassnahmen durch. 1. Du bekommst bei jedem Besuch eine Stoffmaske(Tragen freiwillig) 2. Hände waschen und desinfizieren ist Pflicht. 3. Bei Husten und Fieber bleibst du am besten zu Hause und holst den Kurs nach. ☺️ #staysafeandhealthy,0,"['Font', 'Graphics', 'Graphic design', 'Symbol']"
eventplanneracademy_33_2331319638599125464_172_0,instagram_dataset/Data/eventplanneracademy_33_2331319638599125464_172_0/2020-06-14_11-42-59_UTC.jpg,In Zusammenarbeit mit ASIAN WORLD eröffnen wir in unseren Räumlichkeiten einen POP UP Store. Du findest eine riesen Auswahl an Skin Care Produkten sowie auch Food & Beverage 🤩#popupstore #eventplanneracademy #asian #koreanskincare #asianfood #collaboration,0,"['Retail', 'Customer', 'Logo', 'Advertising', 'Shopping', 'Market', 'Bazaar']"
eventplanneracademy_33_2433460472361947189_6_1,instagram_dataset/Data/eventplanneracademy_33_2433460472361947189_6_1/2020-11-02_09-58-35_UTC.jpg,Schon gewusst? In den Kurskosten von CHF 879.- des Social Media Manager Kurses ist ein Ipad enthalten. 📱Dieses darfst du dann natürlich behalten! 🤓 #eventplanneracademy #socialmedia #socialmediamanager #eventmanagement #kurse #workshops,1,"['Display device', 'Electronic device', 'Technology', 'Advertising', 'Gadget', 'Tablet computer', 'Communication Device', 'Mobile device', 'Multimedia', 'Portable communications device']"
eventplannerlife_181_448735036665968149_6_0,instagram_dataset/Data/eventplannerlife_181_448735036665968149_6_0/2013-05-05_00-23-26_UTC.jpg,#eventplanner #travel #newportbeach #californiahereicome ✈☀,0,"['Bag', 'Textile', 'Luggage & bags', 'Baggage', 'Room', 'Linens', 'Bedroom', 'Bedding', 'Bed sheet', 'Bed']"
eventplannerlife_181_448756537297418219_9_0,instagram_dataset/Data/eventplannerlife_181_448756537297418219_9_0/2013-05-05_01-06-09_UTC.jpg,#unique #food #display #hilton #events #meetingplanner #martini 🍸#applepie 🍎,0,"['Food', 'Ingredient', 'Tableware', 'Dessert', 'Frozen dessert', 'Dairy product', 'Cream', 'Ice cream', 'Cake', 'Recipe']"
eventplannerlife_181_449930097516819607_8_0,instagram_dataset/Data/eventplannerlife_181_449930097516819607_8_0/2013-05-06_15-57-48_UTC.jpg,#event #eventplanner #breakfast #tablescapes,0,"['Food', 'Tableware', 'Serveware', 'Dishware', 'Ingredient', 'Table', 'Plate', 'Furniture', 'Breakfast', 'Orange juice']"
eventplannerlife_181_450107411273823617_5_0,instagram_dataset/Data/eventplannerlife_181_450107411273823617_5_0/2013-05-06_21-50-06_UTC.jpg,#lunch #fabulous #food,0,"['Furniture', 'Table', 'Tablecloth', 'Tableware', 'Linens', 'Textile', 'Serveware', 'Dishware', 'Dining room', 'Chair']"
eventplannerlife_181_450384122309719733_8_1,instagram_dataset/Data/eventplannerlife_181_450384122309719733_8_1/2013-05-07_06-59-52_UTC.jpg,#events #food #unique #display,1,"['Shelving', 'Wood', 'Furniture', 'Shelf', 'Hardwood', 'Bookcase', 'Wood stain', 'Natural material', 'Flowerpot', 'Plank']"
eventplannerlife_181_450384693657810619_15_1,instagram_dataset/Data/eventplannerlife_181_450384693657810619_15_1/2013-05-07_07-01-01_UTC.jpg,#dinner and a #show #events #eventplanner #travel #fairmont #fabulous,1,"['Drinkware', 'Tableware', 'Stemware', 'Barware', 'Glass', 'Table', 'Lighting', 'Serveware', 'Wine glass', 'Furniture']"
eventplannerlife_181_450385212560324291_12_1,instagram_dataset/Data/eventplannerlife_181_450385212560324291_12_1/2013-05-07_07-02-02_UTC.jpg,#fresh #juicebar #creative #events #eventplanner #travel #unique,1,"['Flowerpot', 'Shelving', 'Food', 'Produce', 'Wood stain', 'Houseplant', 'Shelf', 'Fruit', 'Natural foods', 'Food group']"
eventplannerlife_181_451035138101294857_10_0,instagram_dataset/Data/eventplannerlife_181_451035138101294857_10_0/2013-05-08_04-33-20_UTC.jpg,Butt caricature!!!! Look at the ass- they're way too kind. #events #eventplanner #california #travel,0,"['Hand', 'Wrist', 'Elbow', 'Long hair', 'Waist', 'Blond', 'Drawing', 'Line art', 'Art Model', 'Sketch']"
eventplannerlife_181_451563377152439931_8_0,instagram_dataset/Data/eventplannerlife_181_451563377152439931_8_0/2013-05-08_22-02-51_UTC.jpg,SO ready to go #home! #eventplanner #travel #selfie,0,"['Mirror', 'Sink', 'Bathroom Sink', 'Plumbing fixture', 'Plumbing', 'Tap', 'Countertop', 'Bathroom', 'Personal care', 'Selfie']"
eventplannerlife_181_451612812184073945_14_1,instagram_dataset/Data/eventplannerlife_181_451612812184073945_14_1/2013-05-08_23-41-04_UTC.jpg,#fairmont #food #fresh #event #eventplanner #yum #caviar #classy,1,"['Fruit', 'Tableware', 'Ingredient', 'Food', 'Produce', 'Dishware', 'Garnish', 'Culinary arts', 'Serveware', 'Plate']"
eventplannerlife_181_451668816284301239_17_0,instagram_dataset/Data/eventplannerlife_181_451668816284301239_17_0/2013-05-09_01-32-20_UTC.jpg,#luxury #venue #events #california #newportbeach #beautiful,0,"['Garden', 'Design', 'Botanical garden', 'Palm trees', 'Water feature']"
eventplannerlife_181_452170062313240221_17_0,instagram_dataset/Data/eventplannerlife_181_452170062313240221_17_0/2013-05-09_18-08-13_UTC.jpg,#beautiful #newportbeach #balboabayclubandresort #california #sunset #event #venue #hotel,0,"['Dusk', 'Watercraft', 'Boat', 'Sunset', 'Evening', 'Sunrise', 'Afterglow', 'Naval architecture', 'Red sky at morning', 'Marina']"
eventplannerlife_181_452489478376732053_13_0,instagram_dataset/Data/eventplannerlife_181_452489478376732053_13_0/2013-05-10_04-42-50_UTC.jpg,#yum #hyatt #sprinkledcupcakes how am I supposed to stick to a diet with these sent to my room? #eventplannerprobs,0,"['Food', 'Ingredient', 'Tableware', 'Dessert', 'Serveware', 'Dishware', 'Dairy product', 'Finger food', 'Baking', 'Plate']"
eventplannerlife_181_452711394144368102_6_0,instagram_dataset/Data/eventplannerlife_181_452711394144368102_6_0/2013-05-10_12-03-45_UTC.jpg,So flippin' cool. #amazing #events #latergtam,0,"['Orange', 'Ceiling', 'Performing Arts', 'Shadow', 'Silhouette', 'Performance']"
eventplannerlife_181_452992224599160500_5_0,instagram_dataset/Data/eventplannerlife_181_452992224599160500_5_0/2013-05-10_21-21-42_UTC.jpg,#beautiful #california #balboabayclubandresort #lifeonthebay,0,"['Palm trees', 'Evening', 'Tropics', 'California palm']"
eventplannerlife_181_456746518787863800_8_1,instagram_dataset/Data/eventplannerlife_181_456746518787863800_8_1/2013-05-16_01-40-49_UTC.jpg,#california #travel ✈☀🌴👙,1,"['Water', 'Water resources', 'Fluid', 'Rock', 'Sea', 'Liquid', 'Coastal and oceanic landforms', 'Coast', 'Ocean', 'Shore']"
eventplannerlife_181_456753512781395346_17_0,instagram_dataset/Data/eventplannerlife_181_456753512781395346_17_0/2013-05-16_01-54-43_UTC.jpg,#california #yacht #events #travel 🍸🌴☀✈💕🍹,0,"['Waterway', 'Liquid', 'Porthole', 'Reflection', 'Sea', 'Ocean', 'Boat', 'Watercraft', 'Channel', 'Boats and boating--Equipment and supplies']"
eventplannerlife_181_462561613656831819_15_0,instagram_dataset/Data/eventplannerlife_181_462561613656831819_15_0/2013-05-24_02-14-23_UTC.jpg,Never underestimate the effects of #lighting !! #events #california,0,"['Blue', 'Night', 'Palm trees', 'Midnight']"
eventplannerlife_181_464501733456820051_33_1,instagram_dataset/Data/eventplannerlife_181_464501733456820051_33_1/2013-05-26_18-29-03_UTC.jpg,I couldn't resist snipping one of my #freshlyplanted  #peonies- they add a little something #special to my cluster of #lilacs. These would make #lovely #centerpieces with #thriftshop #vases . Very #inexpensive and #chic. #events #weddings,1,"['Flower', 'Flower bouquet', 'Floristry', 'Flower Arranging', 'Cut flowers', 'Pink', 'Petal', 'Centrepiece', 'Purple', 'Vase']"
eventplannerlife_181_506578844098966639_20_4,instagram_dataset/Data/eventplannerlife_181_506578844098966639_20_4/2013-07-23_19-48-45_UTC.jpg,"Chef Jet Tila- so laid back, talented, and fun to work with! 🍶🍱🍣🍜",4,"['Smile', 'Happiness', 'Facial expression', 'Fun', 'Friendship', 'Thumb', 'Love', 'Watch']"
eventplannerlife_181_734095846936622975_31_6,instagram_dataset/Data/eventplannerlife_181_734095846936622975_31_6/2014-06-02_17-44-26_UTC.jpg,#whenyouhavethewholerowtoyourselfona4hourflight #bliss #sleptthewholedamnflight #PSPihavearrived,6,"['Finger', 'Nail', 'Foot', 'Toe', 'Thumb', 'Barefoot', 'Publication', 'Flesh', 'Calf', 'Ankle']"
food52_3599596_3063563568926568942_13224_80,instagram_dataset/Data/food52_3599596_3063563568926568942_13224_80/2023-03-21_19-01-00_UTC.jpg,"The official mascot for spring is this garlic mustard pesto from Resident @melinahammer! It's nutty, cheesy, supple, and pairs perfectly with her crispy roasted potatoes. Snag the recipe at the link in bio. 📸: @melinahammer #f52community #f52grams",80,"['Food', 'Ingredient', 'Produce', 'Vegetable', 'Tableware', 'Cooking', 'Recipe', 'Fast food', 'Side dish', 'Condiment']"
food52_3599596_3063638931803309971_7631_88,instagram_dataset/Data/food52_3599596_3063638931803309971_7631_88/2023-03-21_21-30-44_UTC.jpg,"With only four ingredients, Momofuku's Soy Sauce Eggs couldn't be easier, or more delicious. Click the link in bio for the recipe! 📸: @rockyluten #f52community #f52grams",88,"['Food', 'Egg', 'Egg', 'Ingredient', 'Boiled egg', 'Yolk', 'Egg white', 'Finger food', 'Cooking', 'Recipe']"
food52_3599596_3063774920743195049_6393_54,instagram_dataset/Data/food52_3599596_3063774920743195049_6393_54/2023-03-22_02-00-57_UTC.jpg,"@allosimone proved to us yet again that when you combine beans, pasta, and a jammy egg, magic happens! Recipe details are over on her profile (and save this for the future when a craving strikes). #f52community #f52grams @allosimone proved to us yet again that when you combine beans, pasta, and a jammy egg, magic happens! Recipe details are over on her profile (and save this for the future when a craving strikes). #f52community #f52grams",54,"['Food', 'Ingredient', 'Recipe', 'Staple food', 'Pasta', 'Mixture', 'Cooking', 'Orecchiette', 'Egg', 'Italian cuisine']"
food52_3599596_3064076619454890985_1007_17,instagram_dataset/Data/food52_3599596_3064076619454890985_1007_17/2023-03-22_12-00-21_UTC.jpg,"Whether they're whole, peeled, sliced, or cooked. (Pantyhose may play a part!) Click on the link in bio for details. 📸: Getty Images #f52community #f52grams",17,"['Food', 'Produce', 'Ingredient', 'Yellow onion', 'Onion', 'Vegetable', 'Natural foods', 'Pearl onion', 'Wild onion', 'Garlic']"
food52_3599596_3064348721261004780_6492_192,instagram_dataset/Data/food52_3599596_3064348721261004780_6492_192/2023-03-22_21-00-57_UTC.jpg,Fair warning: There are more than one Nancy Meyers and Nora Ephron films in the mix. (Plus one featuring a little rat chef.) Click on the link in bio! 📸: Universal Pictures #f52community #f52grams,192,"['Furniture', 'Interior design', 'Table', 'Kitchen', 'Kitchen & Dining Room Table', 'Chair', 'Flooring', 'Home', 'Ceiling', 'Dining room']"
food52_3599596_3064499700183417156_29493_164,instagram_dataset/Data/food52_3599596_3064499700183417156_29493_164/2023-03-23_02-00-56_UTC.jpg,"Tagliatelle with balsamic mushrooms in a garlic butter sauce, topped with burrata in 15 minutes from @anna_s_table! Recipe at the link in bio. #f52community #f52grams",164,"['Food', 'Ingredient', 'Pasta', 'Tableware', 'Fettuccine', 'Tagliatelle', 'Fettuccine Alfredo', 'Lasagnette', 'Recipe', 'Pappardelle']"
food52_3599596_3064801406897292585_1269_27,instagram_dataset/Data/food52_3599596_3064801406897292585_1269_27/2023-03-23_12-00-24_UTC.jpg,The four-step approach @iamchristineplatt used to manage digital clutter and liberate herself. Click the link in bio! 📸: @merjensenarts #f52community #f52grams,27,"['Sitting', 'Graphics', 'Graphic design', 'Reading']"
food52_3599596_3064894278853667328_4772_50,instagram_dataset/Data/food52_3599596_3064894278853667328_4772_50/2023-03-23_15-04-53_UTC.jpg,@krisyenbamroong's pad thai is one of those recipes you'll want to make again and again! Make this #geniusrecipe at the link in bio. 📸: @rockyluten #f52community #f52grams,50,"['Food', 'Ingredient', 'Noodle', 'Cooking', 'Spaghetti', 'Seafood', 'Scampi', 'Chinese noodles', 'Rice vermicelli', 'Shrimp']"
food52_3599596_3065013301934355010_5940_67,instagram_dataset/Data/food52_3599596_3065013301934355010_5940_67/2023-03-23_19-01-23_UTC.jpg,"It's resourceful, organized, and tasteful. Would you expect any less from @stanleytucci? Find out what we love at the link in bio. 📸: Getty Images #f52community #f52grams",67,"['Eyewear', 'Glasses', 'Vision Care', 'Smile', 'Facial expression', 'Facial hair', 'Beard', 'Happiness', 'Design', 'Moustache']"
food52_3599596_3065224480654015257_8246_48,instagram_dataset/Data/food52_3599596_3065224480654015257_8246_48/2023-03-24_02-00-58_UTC.jpg,"A dreamy Oreo ice cream dessert that requires no baking at all. For this recipe from @emily_c99, head to the link in bio. 📸: @tymecham #f52community #f52grams",48,"['Cake', 'Food', 'Dessert', 'Ingredient', 'Chocolate', 'Pastry', 'Recipe', 'Cooking', 'Cream', 'Cheesecake']"
food52_3599596_3065526165834560740_6806_147,instagram_dataset/Data/food52_3599596_3065526165834560740_6806_147/2023-03-24_12-00-21_UTC.jpg,@nadiyajhussain proves we have to stop throwing out this ingredient. Click on the link in bio for the recipe! 📸: @juliagartland #f52community #f52grams,147,"['Food', 'Salad', 'Ingredient', 'Leaf vegetable', 'Tableware', 'Produce', 'Vegetable', 'Recipe', 'Garden salad', 'Dinner']"
food52_3599596_3065613961013853668_1769_11,instagram_dataset/Data/food52_3599596_3065613961013853668_1769_11/2023-03-24_14-54-48_UTC_2.jpg,"We're gearing up for the *final* days of our Spring Refresh Sale, which means there's still time to grab your home and kitchen faves for up to 60% off. Tap or head to the link in bio to shop using code: SPRING. 📸: @juliagartland @rockyluten #food52shop #f52community #f52grams",11,"['Tableware', 'Cookware and bakeware', 'Kitchen utensil', 'Food', 'Lid', 'Serveware', 'Dishware', 'Vegetable', 'Dutch oven', 'Produce']"
food52_3599596_3065707722632953593_460_24,instagram_dataset/Data/food52_3599596_3065707722632953593_460_24/2023-03-24_18-01-05_UTC.jpg,"Spring is *officially* here, and we want to know your best 🧹Spring Cleaning🧹 tips and tricks! For a chance to be included in a roundup about how to make your living space spick and span, leave all of your genius secrets in the comment section below. 📸: @rockyluten #f52community #f52grams",24,"['Bottle', 'Soap dispenser', 'Liquid', 'Personal care', 'Plastic bottle', 'Cylinder', 'Household Supply', 'Lid', 'Household Cleaning Supply', 'Plastic']"
food52_3599596_3065949269747112297_21852_99,instagram_dataset/Data/food52_3599596_3065949269747112297_21852_99/2023-03-25_02-00-58_UTC.jpg,"@omnivorescookbook calls her beef pan-fried noodles a ""crowd pleaser."" It's us. We're the crowd. Get the recipe by tapping the link in bio! #f52community #f52grams",99,"['Food', 'Ingredient', 'Noodle', 'Chinese noodles', 'Cooking', 'Vegetable', 'Fried noodles', 'Mie goreng', 'Chow mein', 'Pasta']"
food52_3599596_3066250963660845385_7726_70,instagram_dataset/Data/food52_3599596_3066250963660845385_7726_70/2023-03-25_12-00-24_UTC.jpg,It's one of those cakes you can always count on! Find out why it's one of our go-to's at the link in bio. 📸: @mj_kroeger #f52community #f52grams,70,"['Food', 'Cake', 'Ingredient', 'Dessert', 'Baking', 'Recipe', 'Gluten', 'Cooking', 'Sugar cake', 'Pastry']"
food52_3599596_3066553159748959386_7695_49,instagram_dataset/Data/food52_3599596_3066553159748959386_7695_49/2023-03-25_22-00-47_UTC.jpg,"“I prepared it exactly as written and it is delicious! So simple and comes together in just over a half hour,” writes #f52community member Deborah J. Get @yasminfahr’s recipe for Burnt Broccoli Farro With Smashed Olives at the link in bio. 📸: @rockyluten #f52grams",49,"['Food', 'Ingredient', 'Salad', 'Produce', 'Leaf vegetable', 'Recipe', 'Vegetable', 'Cruciferous vegetables', 'Staple food', 'Cooking']"
food52_3599596_3066674028189430411_10372_82,instagram_dataset/Data/food52_3599596_3066674028189430411_10372_82/2023-03-26_02-00-57_UTC.jpg,"Beans on toast will never go out of style! @brokegirltable paired hers with a drizzle of pesto, ricotta, cracked pepper, flaky salt, and fresh herbs. #f52community #f52grams",82,"['Food', 'Ingredient', 'Bread', 'Produce', 'Vegetable', 'Finger food', 'Recipe', 'Leaf vegetable', 'Toast', 'Staple food']"
food52_3599596_3066975720735642648_3279_73,instagram_dataset/Data/food52_3599596_3066975720735642648_3279_73/2023-03-26_12-00-20_UTC.jpg,"There’s shell-to-shell, shell-to-hand, and this third, better way. Click the link in bio to find out how. 📸: @rockyluten #f52community #f52grams",73,"['Ingredient', 'Food', 'Yolk', 'Orange', 'Egg', 'Egg', 'Cooking', 'Egg white', 'Recipe']"
food52_3599596_3067066559419675144_4745_40,instagram_dataset/Data/food52_3599596_3067066559419675144_4745_40/2023-03-26_15-00-49_UTC.jpg,Banana pudding 🤝 S’mores = S’mores Banana Cream Pie. With a touch of coconut for tropical vibes from @chefrickmartinez. Click the link in bio for recipe! 📸: @markweinbergnyc #f52community #f52grams,40,"['Food', 'Ingredient', 'Dessert', 'Cake', 'Cream', 'Dairy product', 'Frozen dessert', 'Baked Alaska', 'Icing', 'Pie']"
food52_3599596_3067398807821331353_24572_113,instagram_dataset/Data/food52_3599596_3067398807821331353_24572_113/2023-03-27_02-00-56_UTC.jpg,Baked rosemary chicken meatballs with creamy tomato orzo and spinach from @theoriginaldish! Find her recipe linked in our bio. #f52community #f52grams,113,"['Food', 'Ingredient', 'Cooking', 'Recipe', 'Leaf vegetable', 'Meatball', 'Produce', 'Condiment', 'Staple food', 'Stew']"
food52_3599596_3067761238595967392_10993_213,instagram_dataset/Data/food52_3599596_3067761238595967392_10993_213/2023-03-27_14-01-02_UTC.jpg,"Be warned: You may be making it for birthdays, Mother's Days, and all other snacking occasions from here on out. Click the link in bio for the recipe. 📸: @linda.xiao #f52community #f52grams",213,"['Food', 'Ingredient', 'Dessert', 'Cake', 'Recipe', 'Pie', 'Pizza', 'Baking', 'Fast food', 'Gluten']"
food52_3599596_3067972474163780905_1460_28,instagram_dataset/Data/food52_3599596_3067972474163780905_1460_28/2023-03-27_21-00-44_UTC.jpg,"Without abandoning the sentimental traditions everyone loves about Passover, @michellerabin is here to give some tips and tricks on how to modernize the event. Learn more at the link in bio! 📸: @juliagartland #f52community #f52grams",28,"['Food', 'Tableware', 'Ingredient', 'Dishware', 'Produce', 'Serveware', 'Plate', 'Meat', 'Recipe', 'Cooking']"
food52_3599596_3068123560811913975_9418_66,instagram_dataset/Data/food52_3599596_3068123560811913975_9418_66/2023-03-28_02-00-54_UTC.jpg,"Oh, hello there! These are @wandering_chickpea's jalapeno honey turkey burgers—tap that link in bio for the recipe. #f52community #f52grams",66,"['Food', 'Ingredient', 'Leaf vegetable', 'Produce', 'Vegetable', 'Fast food', 'Meat', 'Recipe', 'Finger food', 'Cooking']"
food52_3599596_3068425271174740191_2166_80,instagram_dataset/Data/food52_3599596_3068425271174740191_2166_80/2023-03-28_12-00-21_UTC.jpg,"""Loaves release completely, with nary a crumb left behind."" - Food52er Mary Richardson. Click the link in bio to find out how! 📸: @markweinbergnyc #f52community #f52grams",80,"['Serveware', 'Kitchen utensil', 'Cookware and bakeware', 'Recipe', 'Food', 'Cooking']"
food52_3599596_3068727580777955204_7739_62,instagram_dataset/Data/food52_3599596_3068727580777955204_7739_62/2023-03-28_22-00-59_UTC.jpg,"This garlic butter pasta serves two people and calls for a whole head—nope, that’s not a mistake. Click the link in bio for @emmalaperruque's recipe! 📸: @rockyluten #f52community #f52grams",62,"['Food', 'Spaghetti', 'Ingredient', 'Tableware', 'Pasta', 'Al dente', 'Recipe', 'Cooking', 'Spaghetti aglio e olio', 'Noodle']"
food52_3599596_3068848400606783037_5750_50,instagram_dataset/Data/food52_3599596_3068848400606783037_5750_50/2023-03-29_02-01-01_UTC.jpg,"A little carrot inspo for you: roasted carrots with lots of olive oil, fennel seed, some red chili flakes, basil, and goat's cheese! 🥕 Get more details over on @oksanaritchie's profile. #f52community #f52grams",50,"['Food', 'Ingredient', 'Produce', 'Vegetable', 'Recipe', 'Side dish', 'Cooking', 'Goat cheese', 'Leaf vegetable', 'Garnish']"
